99.9606	8.158e2
100.0005	3.346e3
100.0385	1.357e4
100.0802	3.689e4
100.1085	3.391e2
100.1398	2.292e3
100.1785	1.147e3
100.2199	2.392e3
100.2600	9.745e2
100.2982	2.189e3
100.3497	2.129e3
100.3782	3.313e2
100.4064	1.903e3
100.4332	8.293e1
100.4613	2.937e3
100.5064	1.688e3
100.5526	2.521e3
100.5942	1.073e3
100.6313	2.260e3
100.6686	6.954e2
100.7002	2.207e3
100.7395	1.137e3
100.7818	1.714e3
100.8309	2.322e3
100.8809	2.117e3
100.9259	3.099e4
100.9549	3.982e2
100.9825	3.960e3
101.0298	4.759e4
101.0717	9.811e3
101.1185	1.819e3
101.1671	2.417e3
101.2096	1.275e3
101.2492	2.185e3
101.2885	1.288e3
101.3308	2.145e3
101.3602	2.031e2
101.3881	1.993e3
101.4206	8.956e1
101.4509	2.214e3
101.4995	2.079e3
101.5355	5.931e2
101.5714	2.415e3
101.6208	2.670e3
101.6643	1.694e3
101.7089	2.347e3
101.7570	2.177e3
101.7920	7.360e2
101.8274	2.644e3
101.8796	2.540e3
101.9302	4.929e3
101.9794	2.387e3
102.0241	9.547e3
102.0602	1.938e3
102.0955	1.275e4
102.1394	1.874e3
102.1893	2.733e3
102.2395	2.898e3
102.2778	1.517e3
102.3168	2.760e3
102.3499	4.413e2
102.3821	3.034e3
102.4094	1.818e2
102.4405	2.854e3
102.4899	2.513e3
102.5263	1.158e3
102.5644	2.370e3
102.5915	1.040e2
102.6188	2.713e3
102.6700	2.631e3
102.7153	2.391e3
102.7652	2.360e3
102.7972	4.618e2
102.8298	2.955e3
102.8765	1.804e3
102.9227	8.540e3
102.9486	2.498e1
102.9743	2.793e3
103.0232	6.173e3
103.0568	1.106e3
103.0912	3.618e3
103.1418	2.278e3
103.1685	4.000e1
103.1962	2.752e3
103.2285	4.837e2
103.2594	2.559e3
103.3091	2.355e3
103.3547	2.514e3
103.3851	5.373e2
103.4165	3.356e3
103.4472	2.904e2
103.4762	2.800e3
103.5031	1.878e2
103.5318	2.816e3
103.5685	1.295e3
103.6048	3.219e3
103.6477	1.904e3
103.6899	3.601e3
103.7261	1.202e3
103.7614	3.452e3
103.7962	7.622e2
103.8288	2.892e3
103.8761	2.677e3
103.9229	9.728e3
103.9488	2.076e1
103.9744	3.013e3
104.0199	1.000e4
104.0579	1.193e3
104.0952	3.308e3
104.1256	8.800e1
104.1524	3.091e3
104.1817	4.395e2
104.2131	3.131e3
104.2398	1.556e2
104.2673	3.550e3
104.3016	9.401e2
104.3349	3.047e3
104.3663	5.001e2
104.3980	3.158e3
104.4512	2.325e3
104.5000	2.164e3
104.5339	8.442e2
104.5676	2.668e3
104.6181	3.444e3
104.6480	4.515e2
104.6774	3.207e3
104.7037	3.994e1
104.7305	2.277e3
104.7572	9.755e1
104.7841	2.971e3
104.8206	9.684e2
104.8549	3.113e3
104.8852	3.024e2
104.9134	3.527e3
104.9551	6.150e3
104.9901	1.221e3
105.0241	2.361e4
105.0718	2.742e3
105.1183	2.914e3
105.1571	1.712e3
105.1967	2.131e3
105.2223	3.200e1
105.2485	2.910e3
105.2902	1.432e3
105.3340	2.986e3
105.3742	1.556e3
105.4110	2.622e3
105.4422	3.951e2
105.4739	3.059e3
105.5051	3.718e2
105.5338	2.600e3
105.5839	2.934e3
105.6109	4.500e1
105.6375	2.932e3
105.6655	1.320e2
105.6937	2.865e3
105.7449	2.796e3
105.7759	4.897e2
105.8071	2.656e3
105.8343	9.668e1
105.8629	3.197e3
105.8912	2.322e2
105.9203	6.078e3
105.9548	1.202e3
105.9899	3.111e3
106.0330	8.208e4
106.0834	2.408e3
106.1332	3.122e3
106.1773	1.669e3
106.2192	2.861e3
106.2494	4.655e2
106.2811	2.759e3
106.3104	3.800e2
106.3408	2.693e3
106.3698	2.862e2
106.3992	2.819e3
106.4436	2.447e3
106.4924	2.612e3
106.5314	1.119e3
106.5725	2.903e3
106.6027	5.756e2
106.6325	3.150e3
106.6672	5.907e2
106.6984	2.858e3
106.7329	6.694e2
106.7630	2.954e3
106.8120	2.921e3
106.8407	3.453e2
